checkpoint,perturbation_type,subtype,layer_idx,head_idx,seed,baseline_loss,perturbed_loss,delta,elapsed_sec
512,layer,full_zeroing,5,-1,-1,6.826264839172364,6.946721878051758,-0.017646112730369617,3.0877692699432373
512,layer,full_zeroing,6,-1,-1,6.826264839172364,6.884619407653808,-0.008548535671598655,3.082770824432373
512,layer,full_zeroing,7,-1,-1,6.826264839172364,6.873132228851318,-0.006865744412670193,3.084577798843384
512,layer,full_zeroing,8,-1,-1,6.826264839172364,6.818433208465576,0.0011472790598228732,3.0799918174743652
512,layer,full_zeroing,9,-1,-1,6.826264839172364,6.849580459594726,-0.003415575131009629,3.085073709487915
512,layer,full_zeroing,10,-1,-1,6.826264839172364,6.850950984954834,-0.0036163474995592974,3.081122398376465
512,layer,full_zeroing,11,-1,-1,6.826264839172364,6.837286624908447,-0.0016146144334798491,3.086141347885132
512,layer,full_zeroing,12,-1,-1,6.826264839172364,6.832142066955567,-0.0008609727166570714,3.082653284072876
512,layer,full_zeroing,13,-1,-1,6.826264839172364,6.833747692108155,-0.001096185558586988,3.08530330657959
512,layer,full_zeroing,14,-1,-1,6.826264839172364,6.831668853759766,-0.0007916502970103217,3.0834555625915527
512,layer,full_zeroing,15,-1,-1,6.826264839172364,6.830682296752929,-0.0006471266035879644,3.087730884552002
512,layer,full_zeroing,16,-1,-1,6.826264839172364,6.831617431640625,-0.0007841173166246985,3.0845186710357666
512,layer,full_zeroing,17,-1,-1,6.826264839172364,6.824324531555176,0.0002842414794769735,3.085630178451538
512,layer,full_zeroing,18,-1,-1,6.826264839172364,6.840008373260498,-0.002013331508802221,3.085674285888672
512,layer,full_zeroing,19,-1,-1,6.826264839172364,6.834915351867676,-0.0012672395371582249,3.087735891342163
512,layer,full_zeroing,20,-1,-1,6.826264839172364,6.837689418792724,-0.0016736209170791013,3.0836989879608154
512,layer,full_zeroing,21,-1,-1,6.826264839172364,6.844601650238037,-0.002686214422922417,3.0853137969970703
512,layer,full_zeroing,22,-1,-1,6.826264839172364,6.8429523277282716,-0.0024446002241441146,3.08150577545166
512,layer,full_zeroing,23,-1,-1,6.826264839172364,6.847652263641358,-0.00313310792547379,3.0857393741607666
512,type_a,noise_alpha1.0,0,-1,42000,6.826264839172364,7.80921724319458,-0.14399564435026999,3.092935800552368
512,type_a,noise_alpha1.0,1,-1,42001,6.826264839172364,7.151924304962158,-0.047706831402292635,3.0997462272644043
512,type_a,noise_alpha1.0,2,-1,42002,6.826264839172364,7.001438121795655,-0.025661659304230793,3.0956990718841553
512,type_a,noise_alpha1.0,3,-1,42003,6.826264839172364,6.905797080993652,-0.011650916525373404,3.0986311435699463
512,type_a,noise_alpha1.0,4,-1,42004,6.826264839172364,6.923481426239014,-0.014241549274322729,3.0944440364837646
512,type_a,noise_alpha1.0,5,-1,42005,6.826264839172364,6.897151203155517,-0.01038435596233739,3.098893642425537
512,type_a,noise_alpha1.0,6,-1,42006,6.826264839172364,6.824930191040039,0.00019551660589929026,3.0940189361572266
512,type_a,noise_alpha1.0,7,-1,42007,6.826264839172364,6.852721347808838,-0.003875693261218609,3.0955970287323
512,type_a,noise_alpha1.0,8,-1,42008,6.826264839172364,6.864151706695557,-0.00555016080035164,3.095914840698242
512,type_a,noise_alpha1.0,9,-1,42009,6.826264839172364,6.830681819915771,-0.0006470567502832015,3.0964925289154053
512,type_a,noise_alpha1.0,10,-1,42010,6.826264839172364,6.835848007202149,-0.0014038670130101139,3.094498634338379
512,type_a,noise_alpha1.0,11,-1,42011,6.826264839172364,6.8379449462890625,-0.0017110539060355132,3.0970077514648438
512,type_a,noise_alpha1.0,12,-1,42012,6.826264839172364,6.826799640655517,-7.834467248980898e-05,3.0939838886260986
512,type_a,noise_alpha1.0,13,-1,42013,6.826264839172364,6.829231204986573,-0.0004345518206657507,3.09804105758667
512,type_a,noise_alpha1.0,14,-1,42014,6.826264839172364,6.834538536071777,-0.0012120386616023579,3.091538190841675
512,type_a,noise_alpha1.0,15,-1,42015,6.826264839172364,6.827832126617432,-0.00022959663622695173,3.094022512435913
512,type_a,noise_alpha1.0,16,-1,42016,6.826264839172364,6.825661239624023,8.842310730121673e-05,3.089209794998169
512,type_a,noise_alpha1.0,17,-1,42017,6.826264839172364,6.830594272613525,-0.000634231683528755,3.0910093784332275
512,type_a,noise_alpha1.0,18,-1,42018,6.826264839172364,6.817929325103759,0.001221094444031995,3.0867531299591064
512,type_a,noise_alpha1.0,19,-1,42019,6.826264839172364,6.833135662078857,-0.0010065274448575836,3.0884780883789062
512,type_a,noise_alpha1.0,20,-1,42020,6.826264839172364,6.8415492820739745,-0.0022390638602096673,3.082987070083618
512,type_a,noise_alpha1.0,21,-1,42021,6.826264839172364,6.855475997924804,-0.004279230214569623,3.0862865447998047
512,type_a,noise_alpha1.0,22,-1,42022,6.826264839172364,6.876870384216309,-0.007413357998293056,3.0813934803009033
512,type_a,noise_alpha1.0,23,-1,42023,6.826264839172364,6.870512371063232,-0.006481953591509542,3.0829970836639404
512,type_a,noise_alpha1.0,0,-1,42024,6.826264839172364,7.826922302246094,-0.14658931152677818,3.077136516571045
