model,checkpoint,layer_idx,head_idx,class,OV_PR,QK_PR,OV_entropy,QK_entropy,abs_delta_this_ckpt
160M,16000,7,6,growing,50.98329379983298,42.26162406415056,4.037405490875244,3.9163835048675537,0.0010665572418784
160M,16000,7,7,emergent,39.9138607651438,34.340341293558254,3.8997750282287598,3.8500852584838867,0.0184473164105688
160M,16000,7,8,growing,48.65050275375078,37.45313633732753,4.010412693023682,3.8627495765686035,0.0055467354332319
160M,16000,7,9,growing,44.76234560113316,42.6695748981161,3.9793543815612793,3.9171736240386963,0.0012571621059618
160M,16000,7,10,growing,47.08732299390701,44.810068931562604,4.000266075134277,3.9359164237976074,0.0013850755308093
160M,16000,7,11,emergent,40.74923450377281,44.93024632804952,3.936850070953369,3.928250551223755,0.0041739848577104
160M,16000,8,0,growing,59.34130463830082,34.39238784474801,4.117879390716553,3.8427159786224365,0.0005186481184599
160M,16000,8,1,emergent,39.01522819704775,33.097869232980614,3.8713316917419434,3.7876534461975098,0.0098606142278827
160M,16000,8,2,growing,53.1501548070672,46.35205793813103,4.056107997894287,3.9291234016418457,0.0060240198128614
160M,16000,8,3,growing,35.92672253477643,24.984428750419447,3.8789806365966797,3.7081780433654785,0.0009720381403283
160M,16000,8,4,born,23.585269552534797,31.184598774820937,3.6009626388549805,3.750194549560547,0.0017903407272639
160M,16000,8,5,growing,46.15325182282557,37.623955552330884,3.9867935180664062,3.8476359844207764,0.0032127327893637
160M,16000,8,6,never,40.668988689225706,42.29713429005238,3.946462869644165,3.91349196434021,0.0004535483546273
160M,16000,8,7,never,55.026115161255795,47.40024705598632,4.0807294845581055,3.9760098457336426,0.0021950170369659
160M,16000,8,8,growing,30.243938327689094,44.8574604302904,3.6860389709472656,3.9178876876831055,0.0026998874276305
160M,16000,8,9,emergent,53.92528164815707,44.39562070845226,4.067544937133789,3.9478659629821777,0.0020866146524479
160M,16000,8,10,emergent,55.49082299877708,47.50207641930487,4.082461357116699,3.951890468597412,0.0011845845914792
160M,16000,8,11,never,50.81768440883041,38.1084665500038,4.034948825836182,3.869788646697998,0.0008674746307725
160M,16000,9,0,never,46.59924613122116,41.748460304960396,4.002324104309082,3.9134950637817383,0.001777385218708
160M,16000,9,1,never,57.771687255116404,46.35754502676775,4.102725028991699,3.9607434272766113,0.0057492374763773
160M,16000,9,2,born,53.828138035916254,42.58325649948742,4.064767837524414,3.9031434059143066,0.0010358517977154
160M,16000,9,3,born,42.58637664786191,30.28928571609773,3.9580936431884766,3.7730634212493896,0.006208099700616
160M,16000,9,4,growing,46.21575152523659,44.1872923925206,3.9856719970703125,3.9157333374023438,0.0184349470109977
160M,16000,9,5,emergent,47.43170146453546,43.28439891803981,4.013079643249512,3.929318428039551,0.0009461076788426
160M,16000,9,6,emergent,53.322293882274316,44.081260180210705,4.058432579040527,3.919736862182617,0.0018347155662818
160M,16000,9,7,emergent,51.22491716389883,38.77590958966352,4.039678573608398,3.873213768005371,0.005049820569262
160M,16000,9,8,growing,46.057312214946215,40.828039475005376,3.9691665172576904,3.880739688873291,0.0050895843138968
160M,16000,9,9,never,55.120695384861214,43.526412785081185,4.077999114990234,3.9011733531951904,0.0023730330578299
160M,16000,9,10,never,54.95027209078742,48.91154193690538,4.081061363220215,3.9826529026031494,0.0005979311641719
160M,16000,9,11,emergent,17.9489976222287,37.3204189562402,3.5236451625823975,3.8490853309631348,0.0022780639579124
160M,16000,10,0,emergent,39.68544138365071,34.55618802412561,3.935084581375122,3.826383113861084,0.001120826489446
160M,16000,10,1,growing,56.314153875103536,34.39433119041503,4.085320472717285,3.8185036182403564,0.0053990554134267
160M,16000,10,2,emergent,53.13771222062394,45.972391285605646,4.066032409667969,3.9690237045288086,0.0006023394815129
160M,16000,10,3,emergent,14.00475783762248,34.97564716936394,3.1783864498138428,3.798022747039795,0.0114405334962867
160M,16000,10,4,emergent,24.834475383281085,28.646933213903424,3.5807461738586426,3.7414419651031494,0.0157015041495433
160M,16000,10,5,growing,28.591005620372933,28.06028885047248,3.809868097305298,3.7554869651794434,0.0003320515731684
160M,16000,10,6,growing,55.27481536309406,40.02083643986149,4.081209659576416,3.8630471229553223,0.0014182281883166
160M,16000,10,7,growing,50.838225834920294,39.236871322862264,4.035891056060791,3.8636868000030518,0.0033166824122577
160M,16000,10,8,growing,51.62327904507167,39.92860204758664,4.047064781188965,3.8778486251831055,0.0035415677075349
160M,16000,10,9,growing,36.08968205601741,46.901296881494716,3.9184954166412354,3.97359561920166,0.001540583299995
160M,16000,10,10,emergent,52.12334521891583,38.28250300407881,4.0461297035217285,3.8336992263793945,0.0025220019618483
160M,16000,10,11,emergent,44.998259086439816,38.65553388884118,3.970461845397949,3.8670473098754883,0.0014537141706925
160M,16000,11,0,born,40.29601421826696,38.73575432789364,3.9249978065490723,3.8712868690490723,0.0049175960489432
160M,16000,11,1,never,33.59858618127293,24.78961565084451,3.8482582569122314,3.653191566467285,0.0013709478042838
160M,16000,11,2,born,57.928070891266806,39.36304252925844,4.105000972747803,3.874800443649292,0.0015507638186179
160M,16000,11,3,never,46.78291984159433,35.292393225292614,3.9928581714630127,3.8310508728027344,0.0046277804336631
160M,16000,11,4,growing,53.079479304427934,33.0948078824987,4.059403419494629,3.810265064239502,0.001913820834861
160M,16000,11,5,never,20.578741564564776,35.98507958985482,3.6947007179260254,3.820230484008789,0.0009331882812668
160M,16000,11,6,born,46.54475093786772,39.84665542289186,4.004464149475098,3.893057346343994,0.0019280041167405
160M,16000,11,7,never,52.65410509950903,38.02138084400439,4.055510520935059,3.888054847717285,0.0049282182326304
160M,16000,11,8,growing,55.81652056207856,38.31059251909807,4.083584785461426,3.87137508392334,0.0037173615142384
160M,16000,11,9,never,41.12236985420872,32.444092695662995,3.9285051822662354,3.8245742321014404,0.0016225913358214
160M,16000,11,10,never,51.40709515450912,40.385195933652504,4.046042442321777,3.8869643211364746,0.0007813916097293
160M,16000,11,11,born,38.20973092330241,27.652673375698416,3.8953678607940674,3.7622017860412598,0.0077504079943531
160M,64000,0,0,growing,31.959237794866983,45.143788322862214,3.8426265716552734,3.9275357723236084,0.0125011351638355
160M,64000,0,1,growing,19.22110980608368,42.27289288282081,3.640394687652588,3.8695075511932373,0.0018668399039585
160M,64000,0,2,growing,36.144900420921196,44.61925592903565,3.8415560722351074,3.8840901851654053,0.0134217413870168
160M,64000,0,3,born,27.60131899675772,34.518664319496345,3.7253150939941406,3.79825496673584,0.0159570800044719
160M,64000,0,4,emergent,32.583650909951324,42.828890020845584,3.83120059967041,3.910508155822754,0.0026704036531187
160M,64000,0,5,growing,9.82454571418008,42.91579746621432,3.2258849143981934,3.881310224533081,0.004727484601547
160M,64000,0,6,growing,35.91716411898786,45.36281703969051,3.9044930934906006,3.926269054412842,0.0027165018237947
160M,64000,0,7,born,10.366775970629105,49.636834291446135,3.2954607009887695,3.97098445892334,0.0038787371212548
160M,64000,0,8,growing,39.85828205164596,45.13581978752832,3.9472060203552246,3.924811840057373,0.0024673807116073
160M,64000,0,9,growing,33.619261844706955,44.54803753428442,3.853261709213257,3.909142017364502,0.002422141998351
160M,64000,0,10,born,21.858934765726197,31.133896515785317,3.508676290512085,3.74865984916687,0.0089469777799119
160M,64000,0,11,growing,55.779054597047505,47.67370067033419,4.085878372192383,3.931211471557617,0.0200199377916038
160M,64000,1,0,growing,39.61074245427438,44.233849986425476,3.915020704269409,3.9291088581085205,0.0023821931442279
160M,64000,1,1,growing,43.94171410803432,47.480278233104976,3.9616212844848633,3.9522452354431152,0.0162373094239262
160M,64000,1,2,growing,32.453405274096724,35.347231096421,3.825132369995117,3.8059239387512207,0.0022717253747754
160M,64000,1,3,growing,37.05655874851382,49.104876480832495,3.893259048461914,3.981746196746826,0.0009144655880165
160M,64000,1,4,born,16.75126972726457,45.52043038074045,3.4654831886291504,3.923607587814331,0.0077533505831742
160M,64000,1,5,born,35.19988169402137,29.442244442313385,3.8424744606018066,3.731692314147949,0.0012837081731951
160M,64000,1,6,growing,45.31604010278283,46.728073502659555,3.996941089630127,3.9595961570739746,0.0085956911990674
160M,64000,1,7,emergent,28.81744277340905,38.28332959491038,3.710272789001465,3.878434896469116,0.0053599468731459
160M,64000,1,8,born,23.14683057741181,47.39325191445768,3.7157859802246094,3.971724510192871,0.0028666608995241
160M,64000,1,9,growing,38.444028423833366,46.37239526163962,3.909181594848633,3.9508848190307617,0.0018922561144447
160M,64000,1,10,born,50.562409358425526,49.47970561429051,4.038026809692383,3.986453056335449,0.0065309416911734
160M,64000,1,11,growing,47.56801303983612,48.96554643956032,4.012739658355713,3.983072519302368,0.0022109672334376
160M,64000,2,0,growing,47.89595556746358,49.465218899646906,4.018439292907715,3.9960122108459473,0.0046463657113784
160M,64000,2,1,born,46.175761439349145,49.36464489520143,4.004471778869629,3.99065899848938,0.0036449589155913
160M,64000,2,2,growing,49.19846903366552,48.71416319733332,4.03034782409668,3.985283374786377,0.0025211011410127
160M,64000,2,3,born,46.65934855757617,46.09124278973938,4.001077651977539,3.929158926010132,0.0049088040728719
160M,64000,2,4,growing,28.987061061511167,44.658687909661516,3.7621259689331055,3.9662208557128906,0.0021142044819586
160M,64000,2,5,growing,45.01823789455835,47.3933820474571,3.9971866607666016,3.9429688453674316,0.0050471911863723
160M,64000,2,6,born,48.25697973071329,49.94451955197699,4.009807586669922,3.990785837173462,0.0040888672258032
160M,64000,2,7,growing,37.54034786010044,23.88744726513162,3.875291585922241,3.633396625518799,0.0003901068545178
160M,64000,2,8,growing,29.699762227530996,43.19476820404422,3.7740695476531982,3.9482614994049072,0.0056958471405264
160M,64000,2,9,growing,51.846834236981245,50.697659909648905,4.05289363861084,4.010039329528809,0.0034834822036087
160M,64000,2,10,growing,45.242490926368205,41.040300851966705,3.9802324771881104,3.907759666442871,0.003446019120271
160M,64000,2,11,born,52.62097697868207,48.073839178684835,4.054804801940918,3.980043888092041,0.003434134299997
160M,64000,3,0,born,34.4251533049455,28.311372591787208,3.7519679069519043,3.777252197265625,0.093266105397179
160M,64000,3,1,born,41.66958085818053,41.5758360669307,3.934645414352417,3.9114906787872314,0.0074643645369487
160M,64000,3,2,born,50.31688064579849,46.04287672665637,4.041210174560547,3.942840099334717,0.0050181287928947
160M,64000,3,3,emergent,53.48813397593314,50.83048210996789,4.063665390014648,4.011256217956543,0.007596347679846
160M,64000,3,4,born,44.36156007939956,39.70707289590775,3.9642133712768555,3.9020819664001465,0.0041255113648658
160M,64000,3,5,growing,45.46585209413307,45.25278122499749,3.9882378578186035,3.9512057304382324,0.0023151525717202
160M,64000,3,6,growing,49.95327145218503,49.17096978296008,4.030664443969727,3.996034860610962,0.0035631165764165
160M,64000,3,7,growing,36.875714243281415,29.453051957200618,3.884936809539795,3.7556872367858887,0.0036079646272096
160M,64000,3,8,born,34.62625239347777,38.29470577395432,3.7843680381774902,3.8812429904937744,0.0074411562928294
160M,64000,3,9,born,53.0545826053096,47.040101631553775,4.0581769943237305,3.9612388610839844,0.0059524921223781
160M,64000,3,10,born,36.81171527944713,30.134320852752147,3.826496124267578,3.721548557281494,0.0052191984220893
160M,64000,3,11,growing,29.316283316643666,23.277371401571802,3.698598861694336,3.6753122806549072,0.0033823006255998
160M,64000,4,0,born,39.05220553401339,43.93089584253006,3.9142544269561768,3.9094321727752686,0.0017539239830689
160M,64000,4,1,growing,38.37251623869328,46.34789368560424,3.897418975830078,3.9398865699768066,0.008342822621028
160M,64000,4,2,born,43.145205059759455,39.493409689544244,3.954448699951172,3.8908581733703613,0.0011169531772632
160M,64000,4,3,born,42.4362133476812,36.391254566602974,3.9428980350494385,3.876800298690796,0.0033961329705987
160M,64000,4,4,born,42.93395737862356,41.01838622209814,3.965731620788574,3.9247920513153076,0.0046117616985132
160M,64000,4,5,born,41.3970300993986,39.90710359728461,3.9242758750915527,3.9085464477539062,0.010009391583495
160M,64000,4,6,born,57.3784869901805,41.14584295557577,4.102837562561035,3.8477511405944824,0.0023045931100256
160M,64000,4,7,born,49.12884886846927,46.866213705859295,4.024792194366455,3.9778895378112793,0.0015222379919315
160M,64000,4,8,born,47.572572754322096,42.112752435720516,4.01366662979126,3.870781898498535,0.0103020874762243
160M,64000,4,9,born,49.35717107257176,42.89261371003315,4.022717475891113,3.9351418018341064,0.0071933605392216
160M,64000,4,10,born,42.90354042623415,44.66758832662206,3.9921302795410156,3.9002227783203125,0.0046371026703029
160M,64000,4,11,born,28.993727308138663,41.67072676291854,3.7614805698394775,3.849635124206543,0.0096624688470559
160M,64000,5,0,growing,51.576553600493966,51.28188196132562,4.052280426025391,4.023226737976074,0.002413058372629
160M,64000,5,1,born,51.602763749927654,45.87446579301519,4.048935413360596,3.953470230102539,0.0024999272354989
160M,64000,5,2,growing,50.1025260205726,40.52000644771569,4.034121990203857,3.863490343093872,0.006754264611799
160M,64000,5,3,born,51.93327167151726,46.421869566004354,4.049905776977539,3.9765734672546387,0.005358777779552
160M,64000,5,4,growing,44.259669002127126,46.426522398019124,3.9849932193756104,3.922846555709839,0.0020685143365224
160M,64000,5,5,growing,48.69083779360242,37.886316304353315,4.008275032043457,3.869128942489624,0.013373539426631
160M,64000,5,6,never,58.281469821321934,42.175097729599486,4.110228538513184,3.8461031913757324,0.0013272453343891
160M,64000,5,7,emergent,50.010874259182856,46.98677647781385,4.038213729858398,3.9698028564453125,0.0005919057203106
160M,64000,5,8,growing,38.68213356458532,35.89186176053848,3.8903660774230957,3.8486716747283936,0.0087684305651788
160M,64000,5,9,born,54.62489823020726,48.02928635512119,4.076908588409424,3.969601631164551,0.0004116453783307
160M,64000,5,10,growing,52.708197123260035,48.72605779554918,4.061423301696777,3.9885008335113525,0.0031084028318479
160M,64000,5,11,emergent,40.43868042995322,50.10095371301312,3.926459789276123,3.9911327362060547,0.0026293059619738
160M,64000,6,0,growing,43.6924272070783,39.497342043093234,3.9700536727905273,3.8859708309173584,0.0059996899355435
160M,64000,6,1,growing,43.4738601373351,43.963640165255846,3.959134578704834,3.9465513229370117,0.002962271920185
160M,64000,6,2,emergent,40.908903830188066,46.2383065858771,3.9485950469970703,3.957676887512207,0.0024337287576345
160M,64000,6,3,emergent,20.260431939350543,36.59698967840431,3.537255048751831,3.831559181213379,0.0044687763431294
160M,64000,6,4,growing,41.85279958465138,42.063178371687634,3.951402425765991,3.923581123352051,0.0066716206911254
160M,64000,6,5,emergent,52.44485705900429,50.659269200995666,4.05873966217041,4.017723560333252,0.002051831602439
160M,64000,6,6,born,52.77655091110118,36.52831337314377,4.071203231811523,3.7772936820983887,0.0033535362931129
160M,64000,6,7,emergent,50.19117821136838,49.168346538981254,4.038736820220947,3.9889254570007324,0.0036510387810395
160M,64000,6,8,growing,32.80447443215664,43.118079192318355,3.8154239654541016,3.9261746406555176,0.0019159273659281
160M,64000,6,9,growing,43.86597374034968,49.36206201634764,4.015108585357666,3.995333671569824,0.0013427242493259
160M,64000,6,10,growing,43.99015031616417,48.75740968276987,3.9745802879333496,3.965951442718506,0.0049139029414677
160M,64000,6,11,growing,50.718976402053585,43.86270683932454,4.041989803314209,3.912815809249878,0.0016165873175257
160M,64000,7,0,emergent,36.27577104275038,39.88920148722101,3.9114413261413574,3.894261360168457,0.0022418961253512
160M,64000,7,1,growing,54.266335032985666,44.6896510935045,4.072598457336426,3.9295120239257812,0.0015398698911108
