model,checkpoint,layer_idx,head_idx,class,OV_PR,QK_PR,OV_entropy,QK_entropy,abs_delta_this_ckpt
160M,4000,10,4,emergent,23.65701648360852,20.96880480739397,3.5208587646484375,3.539987802505493,0.0111860092458535
160M,4000,10,5,growing,9.63419805666743,21.206519992643955,3.2985548973083496,3.5952064990997314,0.000120344738327
160M,4000,10,6,growing,41.41033923015769,27.380219995228952,3.9083099365234375,3.674884557723999,0.0013136363726939
160M,4000,10,7,growing,36.907483109394285,29.146439912247992,3.8405683040618896,3.7307143211364746,0.0012104533561505
160M,4000,10,8,growing,41.05170854474924,26.87660753166484,3.9078876972198486,3.689319610595703,0.0016621778264948
160M,4000,10,9,growing,18.872943215959484,21.28541212601641,3.6150219440460205,3.6804323196411133,0.0004689849391256
160M,4000,10,10,emergent,42.0165525359849,27.161948514170675,3.908752918243408,3.675687789916992,0.0014909378728276
160M,4000,10,11,emergent,34.86261055162166,28.478996226727027,3.8097946643829346,3.733351230621338,0.001545767776225
160M,4000,11,0,born,33.82715057750425,20.17237157293794,3.8242924213409424,3.6050639152526855,0.0060596019102906
160M,4000,11,1,never,20.26438009992993,14.06435084605084,3.6226301193237305,3.3674418926239014,0.0001305435307946
160M,4000,11,2,born,46.349441247094184,23.60843786395622,3.986283779144287,3.6140968799591064,0.0008778785322652
160M,4000,11,3,never,35.756678883299045,20.128452743486097,3.8269190788269043,3.590578556060791,0.0051318814639927
160M,4000,11,4,growing,42.10598236193781,21.75267197116553,3.920525074005127,3.588761568069458,0.0015588428914936
160M,4000,11,5,never,32.43291970778282,21.282609640111406,3.821641445159912,3.5579466819763184,1.9020190917625328e-05
160M,4000,11,6,born,26.712725403084775,13.085973498813496,3.798156976699829,3.366297721862793,0.0001596359154649
160M,4000,11,7,never,42.129796903474116,17.706587014401254,3.9226911067962646,3.553386688232422,0.0079687105300813
160M,4000,11,8,growing,45.6189973785136,20.74914207757839,3.963367223739624,3.5931484699249268,0.0021943279284029
160M,4000,11,9,never,28.01425885415303,13.338732980019357,3.7128334045410156,3.352876663208008,0.0007688567829933
160M,4000,11,10,never,32.18146763539366,24.638693188011143,3.7910172939300537,3.626042366027832,0.0001565595666943
160M,4000,11,11,born,22.11780834111917,14.660638784853527,3.587102174758911,3.3699464797973633,0.0115854661707889
160M,8000,0,0,growing,32.94888568742039,31.712648398871877,3.854722499847412,3.7595860958099365,0.003044127011327
160M,8000,0,1,growing,33.35603805068173,32.67721338502844,3.8229918479919434,3.738429069519043,0.0002215063683824
160M,8000,0,2,growing,23.153723208229955,39.511866248700585,3.5661423206329346,3.83981990814209,0.008173440158413
160M,8000,0,3,born,26.954405118854886,23.465507448682743,3.6933836936950684,3.5960144996643066,0.0016776887361745
160M,8000,0,4,emergent,30.533151464780932,31.128775111303625,3.7844576835632324,3.7251014709472656,0.0008465211530536
160M,8000,0,5,growing,9.202860195500241,29.621133901894055,3.1783251762390137,3.708430767059326,0.001542116847526
160M,8000,0,6,growing,30.998591059085438,29.087599533588673,3.7809109687805176,3.695009708404541,0.0007888254624481
160M,8000,0,7,born,21.448060791548173,28.10980582966005,3.667158842086792,3.7421793937683105,0.0002932090124121
160M,8000,0,8,growing,32.28374742949197,30.730418043088296,3.838711738586426,3.732544422149658,0.0005466861448988
160M,8000,0,9,growing,37.30613370085469,35.174765616415186,3.878244400024414,3.802037477493286,0.0007716728342773
160M,8000,0,10,born,22.980504392251536,25.547091797116785,3.5796751976013184,3.6325674057006836,0.0042138334492494
160M,8000,0,11,growing,42.14208293299814,41.11999144523875,3.932194471359253,3.8781356811523438,0.004280307580275
160M,8000,1,0,growing,33.178197283787576,36.12599669652389,3.838409185409546,3.8605294227600098,0.0024582845780519
160M,8000,1,1,growing,39.104272867135236,43.0216215274924,3.8867897987365723,3.8936591148376465,0.0199265403828444
160M,8000,1,2,growing,30.326114760680746,31.796904718839816,3.758509397506714,3.7558813095092773,2.2140195875175117e-05
160M,8000,1,3,growing,29.150434316031753,42.68108597255779,3.7428274154663086,3.9178080558776855,0.0009680619937477
160M,8000,1,4,born,12.150293767022637,38.08021434614065,3.3135323524475098,3.8855299949645996,0.0057953876880014
160M,8000,1,5,born,31.263848228566232,29.21356031655282,3.7587318420410156,3.7201743125915527,0.0010186203491412
160M,8000,1,6,growing,40.46086080563976,36.80697416955404,3.9128940105438232,3.8411154747009277,0.0027942426409763
160M,8000,1,7,emergent,28.789932718026147,35.70107113613107,3.692340135574341,3.8609395027160645,0.0032616631366038
160M,8000,1,8,born,14.768635249159152,38.838465212439516,3.426886796951294,3.9140071868896484,0.0022632741611299
160M,8000,1,9,growing,23.02537428466928,41.94607785748829,3.586717128753662,3.9016733169555664,0.0013470154068241
160M,8000,1,10,born,46.34542772759413,44.549662020515875,3.9870169162750244,3.936537265777588,0.0045108440430573
160M,8000,1,11,growing,40.52602339365764,43.55270806875334,3.927258253097534,3.9295082092285156,0.0014178640336249
160M,8000,2,0,growing,41.0555158951264,42.80345627839958,3.924546718597412,3.9246723651885986,0.004139935525822
160M,8000,2,1,born,40.490306967433035,44.45901713261231,3.927229166030884,3.9362244606018066,0.0042945447703191
160M,8000,2,2,growing,44.27201137275148,41.51995315403226,3.9754934310913086,3.9095089435577393,0.0016593956335849
160M,8000,2,3,born,41.308953557698196,37.370367860647214,3.9202072620391846,3.8309922218322754,0.004764262277804
160M,8000,2,4,growing,29.09176825646235,43.97106542746236,3.7575461864471436,3.959524154663086,0.0015991271826122
160M,8000,2,5,growing,41.03643915671651,43.06459333955579,3.942394733428955,3.9076318740844727,0.0033253904912126
160M,8000,2,6,born,41.69323489257882,45.63631603551945,3.918302059173584,3.941693067550659,0.0074955619749808
160M,8000,2,7,growing,28.14235874577389,18.701067158811092,3.685969352722168,3.409050941467285,0.0014086974035551
160M,8000,2,8,growing,28.113360155610565,39.934666860863025,3.7347047328948975,3.90987491607666,0.0062237188245025
160M,8000,2,9,growing,46.717045420912804,45.45773616327745,3.995669364929199,3.9523770809173584,0.0034284990164772
160M,8000,2,10,growing,42.12060900416747,36.362671370568556,3.927079916000366,3.8320252895355225,0.0028228642654143
160M,8000,2,11,born,47.037795387905135,41.26483516774541,3.989715099334717,3.896639108657837,0.0037885917669248
160M,8000,3,0,born,31.21863499063115,14.741091103653732,3.674851894378662,3.4984230995178223,0.0912312230926344
160M,8000,3,1,born,33.01939253754466,28.04443921680394,3.7933573722839355,3.7382779121398926,0.0087272797015439
160M,8000,3,2,born,45.21686071078847,32.073595649904554,3.959150791168213,3.810363292694092,0.0103631242706652
160M,8000,3,3,emergent,39.86121713250463,39.65762789532758,3.869279384613037,3.8770394325256348,0.003081679674875
160M,8000,3,4,born,40.38101334572813,35.103925097694194,3.900521993637085,3.8338398933410645,0.0034784309140915
160M,8000,3,5,growing,41.56943083668265,30.908887064257893,3.926105499267578,3.785477638244629,0.0012534724099587
160M,8000,3,6,growing,39.378521187028554,36.734246654952805,3.889237880706787,3.850125312805176,0.0016555298001092
160M,8000,3,7,growing,11.335517610188655,16.0256601553417,3.2122740745544434,3.332974910736084,0.0010889817310025
160M,8000,3,8,born,30.334863518356183,24.135827263047197,3.6630215644836426,3.6788604259490967,0.0069930411035226
160M,8000,3,9,born,48.2111451653689,39.417372268574944,3.9994685649871826,3.881988048553467,0.0070631133510242
160M,8000,3,10,born,31.019410604860518,21.972317414697656,3.6936697959899902,3.4967994689941406,0.0032674431466273
160M,8000,3,11,growing,34.2826906315751,35.266656611864114,3.7996737957000732,3.836351156234741,0.0011584355522349
160M,8000,4,0,born,29.385110848055096,41.818855420615364,3.753225803375244,3.8891429901123047,0.0025501543436692
160M,8000,4,1,growing,27.76116601312988,36.393537944138814,3.6684927940368652,3.841181993484497,0.0033038660444365
160M,8000,4,2,born,33.11214069512711,26.129682477746087,3.8066256046295166,3.6656856536865234,0.0001482857689642
160M,8000,4,3,born,30.817419160804793,20.987525367533035,3.763021469116211,3.591917037963867,0.0017143820281535
160M,8000,4,4,born,35.68970965978529,30.25082118921408,3.856985569000244,3.7719874382019043,0.0043643091432711
160M,8000,4,5,born,34.91179153336832,27.985378174327675,3.8038129806518555,3.74381947517395,0.0120595398109689
160M,8000,4,6,born,57.14191482704523,43.266035437697795,4.101393222808838,3.8872663974761963,0.002285566955695
160M,8000,4,7,born,41.71233330722128,23.79331646885232,3.935767412185669,3.6754462718963623,0.0023223619801338
160M,8000,4,8,born,49.46497759467514,42.68969970917368,4.028278350830078,3.888822078704834,0.0073285734964175
160M,8000,4,9,born,42.40378876506542,38.188071784161025,3.9283413887023926,3.8654770851135254,0.0058379921713338
160M,8000,4,10,born,48.94576777803494,44.810375474223825,4.034371376037598,3.9061989784240723,0.0047269237878558
160M,8000,4,11,born,46.31714526520408,42.997471564315816,4.0112080574035645,3.8821747303009033,0.0041292402316839
160M,8000,5,0,growing,47.53930786994037,42.89002428547627,3.9999194145202637,3.9260292053222656,0.000535798094521
160M,8000,5,1,born,44.77534932684568,39.84752061492504,3.9691247940063477,3.8690669536590576,0.0045037950544552
160M,8000,5,2,growing,41.858692591498155,40.86810963725414,3.940385580062866,3.8721859455108643,0.0163734057171564
160M,8000,5,3,born,34.44989976776493,34.36936448704518,3.8390893936157227,3.8148465156555176,0.0028617635454708
160M,8000,5,4,growing,50.41825446718601,45.098494878287994,4.03993034362793,3.9325294494628906,0.0019709218431167
160M,8000,5,5,growing,38.53307658293486,26.81617385550701,3.8514766693115234,3.695500135421753,0.009317550173994
160M,8000,5,6,never,59.88507395735635,44.043328877460645,4.1246843338012695,3.8859024047851562,0.0017412340432234
160M,8000,5,7,emergent,25.891503722779223,29.20837262289572,3.7200024127960205,3.707817792892456,0.0007105369802257
160M,8000,5,8,growing,33.302323639652904,28.48947217868466,3.7855942249298096,3.7314298152923584,0.0088798917772232
160M,8000,5,9,born,51.90006422374449,37.08119848079013,4.04276704788208,3.8763129711151123,0.0012085575289189
160M,8000,5,10,growing,48.664776614241404,44.32767420210848,4.011237621307373,3.93564510345459,0.0031591275257184
160M,8000,5,11,emergent,36.35240368127459,46.27569478781104,3.8809094429016113,3.9643826484680176,0.0004353212273634
160M,8000,6,0,growing,31.179587783120322,25.612332857351284,3.739223003387451,3.652202606201172,0.0025447303972552
160M,8000,6,1,growing,30.868683205976982,31.057900395501658,3.752626895904541,3.751290798187256,0.0013452672148161
160M,8000,6,2,emergent,33.0890051656195,39.30319543428383,3.827101707458496,3.880981683731079,0.0005026654386381
160M,8000,6,3,emergent,30.66556732406367,32.3476046403447,3.7783069610595703,3.7641429901123047,0.0008545954977645
160M,8000,6,4,growing,31.201419729243227,29.772670170990704,3.792097806930542,3.750256061553955,0.0054295631165903
160M,8000,6,5,emergent,41.25853199732621,38.131902049584255,3.9421911239624023,3.8346192836761475,0.0007904906621863
160M,8000,6,6,born,57.17586880318221,42.77265831598684,4.101008415222168,3.883330821990967,0.0031037502643303
160M,8000,6,7,emergent,44.83959404778648,40.720432336546985,3.974778175354004,3.891360282897949,0.0005147662470245
160M,8000,6,8,growing,38.28360331696522,30.926525699408053,3.892329692840576,3.739614963531494,0.0005012572472196
160M,8000,6,9,growing,32.277740972057515,35.16638108720951,3.8471617698669434,3.8080642223358154,2.649595146043556e-05
160M,8000,6,10,growing,36.09463294241079,44.86684031022761,3.892382860183716,3.955277442932129,0.0004334231138354
160M,8000,6,11,growing,34.829049116486935,36.85188704024582,3.855896472930908,3.832301378250122,0.0002286329949143
160M,8000,7,0,emergent,41.42658442395863,38.61041939701384,3.9405786991119385,3.8732399940490723,0.0028916648571673
160M,8000,7,1,growing,48.924962817675066,41.77445205843777,4.010262489318848,3.9043827056884766,0.0004815559532116
160M,8000,7,2,growing,47.235603050678314,44.40383266904356,3.994347095489502,3.947200059890747,0.0006495483705238
160M,8000,7,3,emergent,48.7815275716846,41.75609465944482,4.016839027404785,3.900245428085327,0.000148395532934
160M,8000,7,4,emergent,33.383830452301524,32.68694235935335,3.8315811157226562,3.768367290496826,0.0001356709439383
160M,8000,7,5,emergent,41.69641803467422,33.324055640013334,3.9267146587371826,3.797083616256714,0.0011606736663524
160M,8000,7,6,growing,51.00392000112345,38.441636111926634,4.035635948181152,3.8680825233459473,0.0004965507823648
160M,8000,7,7,emergent,34.48015443154683,29.766893915593286,3.7905774116516113,3.7869319915771484,0.0152995446422968
160M,8000,7,8,growing,42.26446428232229,32.44461079173852,3.923854112625122,3.7870514392852783,0.0045220426451548
160M,8000,7,9,growing,41.364610810268424,35.13244226594079,3.9326298236846924,3.8096261024475098,0.000298699888076
160M,8000,7,10,growing,42.778810500402265,39.96211701119602,3.9471335411071777,3.8784232139587402,0.001040310780457
160M,8000,7,11,emergent,42.1248769082113,40.7676460497069,3.9534759521484375,3.8800721168518066,0.0024443445538775
160M,8000,8,0,growing,56.51123167154817,32.635817741392835,4.088809013366699,3.8298041820526123,0.0008687898530887
160M,8000,8,1,emergent,34.55484739464482,31.40082987882799,3.7879934310913086,3.7560980319976807,0.0098384391088017
160M,8000,8,2,growing,50.343397272182195,42.54479343982857,4.028752326965332,3.8944003582000732,0.0092837910603318
160M,8000,8,3,growing,33.978816736509636,20.884718900922447,3.845834493637085,3.5608608722686768,0.0002425730190888
160M,8000,8,4,born,21.34710659767787,26.167345855035695,3.5426952838897705,3.6345102787017822,0.0005110583665786
160M,8000,8,5,growing,39.27141497129546,33.50241618683255,3.897547721862793,3.787607192993164,0.0018250508814897
160M,8000,8,6,never,36.023283039433004,33.28551333321498,3.8942582607269287,3.78725004196167,0.0003742496253915
160M,8000,8,7,never,52.85466103522731,41.01549463916395,4.058480262756348,3.8977975845336914,0.0015214624809992
160M,8000,8,8,growing,27.322713247865906,40.314425006635226,3.5997915267944336,3.870497465133667,0.0022225624369853
160M,8000,8,9,emergent,54.01035341262764,43.93689772766136,4.066543102264404,3.9441330432891846,0.0034681960931929
160M,8000,8,10,emergent,52.1884217596838,45.69917945343765,4.046608924865723,3.9356772899627686,0.0004398991880582
160M,8000,8,11,never,46.00298395269156,34.758134343326375,3.977128744125366,3.8212287425994873,0.0006589559458932
160M,8000,9,0,never,40.07746004354863,33.646622806658826,3.931145429611206,3.7930002212524414,0.0017497742155138
160M,8000,9,1,never,55.22055389640472,46.213739239102,4.078366756439209,3.9614152908325195,0.0009434695101552
160M,8000,9,2,born,49.4494527178194,37.87640968590436,4.014026641845703,3.851029396057129,0.0005901178737602
160M,8000,9,3,born,34.08802032826808,24.706709135792742,3.845494508743286,3.667013168334961,0.0061214241589169
160M,8000,9,4,growing,40.24894108238795,39.143712665521804,3.9033262729644775,3.8554694652557373,0.0129439589825001
160M,8000,9,5,emergent,44.329321236205466,35.9423460040424,3.9759888648986816,3.8233022689819336,0.0001700832870798
160M,8000,9,6,emergent,48.99140713323363,40.64620551199511,4.006300926208496,3.8835771083831787,0.0009152842644268
160M,8000,9,7,emergent,49.96922425282065,38.11709058712873,4.0209550857543945,3.8695225715637207,0.0041683777798702
160M,8000,9,8,growing,43.34928756735837,38.91563075614894,3.924851655960083,3.8571858406066895,0.0048784757042163
160M,8000,9,9,never,51.98952439590864,41.274516950817905,4.0413713455200195,3.87717866897583,0.0014860997425086
160M,8000,9,10,never,50.1550545954368,42.041977018568495,4.038435935974121,3.904669761657715,0.0006157196504417
160M,8000,9,11,emergent,25.558118146084485,34.92075606176171,3.729193925857544,3.804950714111328,0.0009798629590945
160M,8000,10,0,emergent,42.25676743504747,32.580452399366415,3.956799268722534,3.78532338142395,0.0014818965856134
160M,8000,10,1,growing,56.90010414266058,26.13057323941481,4.092412948608398,3.710500478744507,0.0031118246090413
160M,8000,10,2,emergent,48.431732409904185,35.88087484193511,4.019532203674316,3.8296360969543457,0.0003965691916566
160M,8000,10,3,emergent,12.43496514200177,30.101889449994605,3.090611696243286,3.706338405609131,0.0097627662216663
160M,8000,10,4,emergent,23.249601617568747,25.1420446914188,3.5177230834960938,3.6611742973327637,0.024974858428841
160M,8000,10,5,growing,11.805870482704476,23.33988788483736,3.4206199645996094,3.651547908782959,4.322290960173184e-05
160M,8000,10,6,growing,51.77738210023305,37.36186789394032,4.042598724365234,3.8332300186157227,0.0010408007025664
160M,8000,10,7,growing,46.58107660479403,37.15334551608546,3.985431671142578,3.8434383869171143,0.0020547413585529
160M,8000,10,8,growing,48.35913353939393,36.26875059135126,4.009858131408691,3.8412885665893555,0.0026706484108944
160M,8000,10,9,growing,29.19053836639609,37.685298887364766,3.827124834060669,3.8870763778686523,0.0010320543881862
160M,8000,10,10,emergent,49.94679519405194,36.081189017884704,4.019271373748779,3.8084311485290527,0.0019096012643352
160M,8000,10,11,emergent,40.54864870313735,35.78217125925737,3.909015655517578,3.8323025703430176,0.0019450630581155
160M,8000,11,0,born,37.689379599449225,31.399730823824886,3.8834311962127686,3.780113697052002,0.005238381052764
160M,8000,11,1,never,25.13187884288576,17.520993916836428,3.709681749343872,3.4458422660827637,0.0004365446940519
160M,8000,11,2,born,54.97568340727078,33.24323609859173,4.077846527099609,3.7868921756744385,0.0012808036384581
160M,8000,11,3,never,41.30730954434363,29.700718837463217,3.920048475265503,3.7560853958129883,0.0040595079847718
160M,8000,11,4,growing,48.90072121983019,28.957222178208426,4.011956214904785,3.7388076782226562,0.0016362996880207
160M,8000,11,5,never,24.55235784558247,25.102372508303397,3.710476875305176,3.618027687072754,0.0007081650076082
160M,8000,11,6,born,45.50638222476724,24.739412248377075,3.9874346256256104,3.6673226356506348,0.0009188020658028
160M,8000,11,7,never,48.320469875427115,29.542227474627104,4.007756233215332,3.785414218902588,0.0052370638851255
160M,8000,11,8,growing,52.55944098469959,32.91850990951427,4.048479080200195,3.804607391357422,0.0025622364118657
160M,8000,11,9,never,31.17904690482467,21.267984634679408,3.7811050415039062,3.6237545013427734,0.0014482873934709
160M,8000,11,10,never,42.60746909488553,33.68391713485621,3.946272611618042,3.7915165424346924,0.0006060282950525
160M,8000,11,11,born,28.81715571771236,20.014266002107878,3.7364444732666016,3.589815616607666,0.0086972686258774
160M,16000,0,0,growing,36.960654750873,40.524033624830416,3.907151460647583,3.8728156089782715,0.0055316604879205
160M,16000,0,1,growing,24.593606198751853,37.57204993187381,3.715928316116333,3.8110177516937256,3.555542656914527e-06
160M,16000,0,2,growing,29.990814067418885,43.52982320572081,3.7245090007781982,3.878368616104126,0.008524510741636
160M,16000,0,3,born,26.668049249432016,28.863507069643866,3.6971724033355713,3.697223663330078,0.0131848577238217
160M,16000,0,4,emergent,33.41715532143316,38.170331461326285,3.842449188232422,3.8386166095733643,0.0008395913985934
160M,16000,0,5,growing,7.495182768012112,35.23274978021868,3.0483803749084473,3.7832396030426025,0.0274515198564307
160M,16000,0,6,growing,33.09612905809991,36.27873452253203,3.8289079666137695,3.8170948028564453,0.0006270505029779
160M,16000,0,7,born,7.883850294804089,35.417644918908906,3.1644887924194336,3.8662517070770264,0.0015672943142044
160M,16000,0,8,growing,35.70861078338208,37.097321361430346,3.8855037689208984,3.8348708152770996,0.0004565150105316
160M,16000,0,9,growing,37.146211344516594,41.23758320459603,3.8763420581817627,3.88045334815979,0.0011053654344243
160M,16000,0,10,born,22.35848046752366,30.556813137550623,3.5231428146362305,3.7242400646209717,0.0028040981606883
160M,16000,0,11,growing,47.232307865258655,43.98114419094367,4.003744602203369,3.8982584476470947,0.0101214410594387
160M,16000,1,0,growing,37.69992106236553,41.19559394536485,3.8946170806884766,3.906494140625,0.0023148110468243
160M,16000,1,1,growing,41.91222175207945,44.64817668692184,3.928781747817993,3.9064085483551025,0.0181394814162146
160M,16000,1,2,growing,30.654567786268345,32.30982065217563,3.772401809692383,3.7561702728271484,0.0016415634892168
160M,16000,1,3,growing,33.04297262883021,46.96520236395014,3.820603132247925,3.9620535373687744,0.0013936393886304
160M,16000,1,4,born,14.632156126769356,39.59793538542053,3.4011130332946777,3.878511905670166,0.0077918550662146
160M,16000,1,5,born,32.576610635137904,29.470338099096878,3.78513503074646,3.729612350463867,0.0006744725531634
160M,16000,1,6,growing,40.83710564378154,41.396232934775384,3.9329171180725098,3.895401954650879,0.0185523715850074
160M,16000,1,7,emergent,29.688933607375773,38.313968789374876,3.7077815532684326,3.8849990367889404,0.0040234381816381
160M,16000,1,8,born,16.818499791852762,42.756974897333336,3.5163915157318115,3.936599016189575,0.0027842843436795
160M,16000,1,9,growing,27.666758727345854,43.680989631809304,3.7087855339050293,3.918029308319092,0.002475746574097
160M,16000,1,10,born,48.04345893888793,47.2804837319038,4.008884429931641,3.9595999717712402,0.0051460563312512
160M,16000,1,11,growing,42.8418959937972,46.60844419330112,3.959460973739624,3.954826831817627,0.001923081912375
160M,16000,2,0,growing,43.39998233202453,46.41984893742199,3.9651894569396973,3.963582992553711,0.0037771751861366
160M,16000,2,1,born,43.30774625128384,47.611507480809145,3.9667630195617676,3.9687113761901855,0.0035353843966333
160M,16000,2,2,growing,46.32504248079305,46.14863190003842,3.9991869926452637,3.9592812061309814,0.0018442183095857
160M,16000,2,3,born,43.8767518341157,42.589002612613214,3.9601964950561523,3.89227294921875,0.0033820516195572
160M,16000,2,4,growing,28.903055471529402,43.641489376663955,3.761167049407959,3.9597954750061035,0.0018109128748549
160M,16000,2,5,growing,41.091207645845586,45.938356333200474,3.9549784660339355,3.9299745559692383,0.0036333840411123
160M,16000,2,6,born,44.32824371516354,48.07935194016589,3.956629753112793,3.964478015899658,0.0058112122515466
160M,16000,2,7,growing,32.00986764797964,20.096193020906256,3.775015115737915,3.4953010082244873,0.0006123894450538
160M,16000,2,8,growing,29.425683432164444,43.75357070239174,3.7658348083496094,3.9456770420074463,0.0058401427021489
160M,16000,2,9,growing,48.89679698300602,48.38579000491073,4.021109104156494,3.9822945594787598,0.0025453546549078
160M,16000,2,10,growing,43.91805382026689,39.23096652274363,3.9562528133392334,3.871723175048828,0.0030502139345016
160M,16000,2,11,born,49.578713911762264,44.91966106336788,4.020878314971924,3.939862012863159,0.0029834197323717
160M,16000,3,0,born,33.107260619978994,19.581361560836726,3.72060489654541,3.6288652420043945,0.1005227631035315
160M,16000,3,1,born,36.02321601104796,34.20317248616442,3.849179744720459,3.819383144378662,0.0070013773783364
160M,16000,3,2,born,49.25787311892007,42.28795930243559,4.018120765686035,3.90407657623291,0.009143802939426
160M,16000,3,3,emergent,46.88370646011525,45.58318549180792,3.9813404083251953,3.9487149715423584,0.0035954091788767
160M,16000,3,4,born,42.31300843877564,37.44633846936181,3.935606002807617,3.867368459701538,0.0034405014075143
160M,16000,3,5,growing,42.2317233721606,37.87628191382681,3.9421563148498535,3.8784661293029785,0.0013569811882848
160M,16000,3,6,growing,44.19135119634044,43.46285825169128,3.9600040912628174,3.929563522338867,0.0017681102523555
160M,16000,3,7,growing,23.035390082117143,20.4458109232266,3.6219444274902344,3.507248878479004,0.001542827736297
160M,16000,3,8,born,33.0233116470016,30.82038957011315,3.7318828105926514,3.782588005065918,0.0085758522220472
160M,16000,3,9,born,50.347540715816166,43.610052598481175,4.026823997497559,3.923522710800171,0.0060612307889793
160M,16000,3,10,born,33.38721004638861,26.054201169515892,3.7488880157470703,3.6163599491119385,0.0032810019861427
160M,16000,3,11,growing,32.903002643584315,34.1578903664596,3.7693397998809814,3.8238062858581543,0.0020756563588689
160M,16000,4,0,born,34.455462825806,43.47782717212144,3.8435301780700684,3.9058823585510254,0.0015898414546306
160M,16000,4,1,growing,30.3216592380436,44.176807690968666,3.747209072113037,3.9215927124023438,0.0052209255040868
160M,16000,4,2,born,36.32915680690343,30.73254336863983,3.860994577407837,3.763002872467041,3.322210169984581e-05
160M,16000,4,3,born,34.95339981189215,26.595052376841807,3.8404603004455566,3.7295618057250977,0.0024322106209247
160M,16000,4,4,born,38.919955435615,35.85204380117088,3.912217855453491,3.856451988220215,0.0044648893579292
160M,16000,4,5,born,38.54429313953278,33.51939442337746,3.8732082843780518,3.829752206802368,0.0106321669844164
160M,16000,4,6,born,57.57117924377375,43.61360903088569,4.105474948883057,3.8870632648468018,0.0031958522950469
160M,16000,4,7,born,45.41121747947276,35.32328266933573,3.9838767051696777,3.8583054542541504,0.0019483234874708
160M,16000,4,8,born,49.54304924673979,42.5465409814988,4.031481742858887,3.882131576538086,0.0082794616306197
160M,16000,4,9,born,46.31900923820204,41.05518463968773,3.981687545776367,3.9080514907836914,0.0063222853974868
160M,16000,4,10,born,50.43568762792945,45.32281142847278,4.048245906829834,3.9135379791259766,0.0049868902420037
160M,16000,4,11,born,31.21178090533793,42.978952083267146,3.8239006996154785,3.876708984375,0.0079766960623192
160M,16000,5,0,growing,50.472933887042934,49.24778003289744,4.034195899963379,4.001706600189209,0.0002976461424281
160M,16000,5,1,born,48.30622009046198,43.36951091259304,4.012775421142578,3.919135570526123,0.0026780013959171
160M,16000,5,2,growing,47.12740208673144,42.738049424385686,4.003966331481934,3.893754482269287,0.01335635710166
160M,16000,5,3,born,42.948955998256515,40.111287339308454,3.95455265045166,3.896871328353882,0.0033896154810061
160M,16000,5,4,growing,47.35334183109518,48.667462473384475,4.011908531188965,3.9670019149780273,0.0019112513997379
160M,16000,5,5,growing,43.23447954896745,32.304967183894576,3.930044174194336,3.795886993408203,0.009678103778879
160M,16000,5,6,never,59.50529003052117,44.685189973072326,4.120799541473389,3.8860256671905518,0.0023564942289404
160M,16000,5,7,emergent,37.56585474061565,39.955078036801446,3.895143985748291,3.8810391426086426,0.0003855069347998
160M,16000,5,8,growing,36.134074711009596,32.13510689934364,3.8475875854492188,3.79443621635437,0.0090416588655375
160M,16000,5,9,born,53.35914956573015,42.33336616012277,4.060379981994629,3.92575740814209,0.0010174046424153
160M,16000,5,10,growing,51.98943402538211,45.732771768011006,4.053978443145752,3.955261468887329,0.0034300403343536
160M,16000,5,11,emergent,37.41024814938216,48.91622393413246,3.8959743976593018,3.9853742122650146,0.0011402903077246
160M,16000,6,0,growing,37.10927786688843,31.28656927960168,3.8625497817993164,3.7758631706237793,0.0035307705244824
160M,16000,6,1,growing,36.641358935963176,38.14962388062195,3.863739252090454,3.867424964904785,0.0017874185156428
160M,16000,6,2,emergent,38.740586365928046,44.035703068642114,3.91039776802063,3.9355058670043945,0.0017902768386068
160M,16000,6,3,emergent,27.18008153412178,35.09097063079596,3.708353042602539,3.808525323867798,0.001598933088315
160M,16000,6,4,growing,36.25853168755348,35.406981222070605,3.870875120162964,3.8389899730682373,0.0054479663470998
160M,16000,6,5,emergent,47.76121047573525,46.09363540350991,4.013247966766357,3.9512436389923096,0.0004471928221282
160M,16000,6,6,born,56.590005349052504,41.17696266046321,4.097184658050537,3.85443377494812,0.0042753122678949
160M,16000,6,7,emergent,47.45532711762076,48.1743554145416,4.017502784729004,3.9843320846557617,0.0009959991645141
160M,16000,6,8,growing,32.4022388143121,37.56552189399098,3.826857566833496,3.843863010406494,0.0004886010052418
160M,16000,6,9,growing,37.50862308391328,43.934690319835944,3.9281697273254395,3.934117317199707,0.0007797499490182
160M,16000,6,10,growing,40.27641735973981,46.3433331176174,3.9394614696502686,3.9670183658599854,0.001322747979142
160M,16000,6,11,growing,42.69597821116493,40.61594155011767,3.957120895385742,3.8826065063476562,0.0012223761210465
160M,16000,7,0,emergent,42.364999146037384,41.616267656237696,3.9613845348358154,3.914538860321045,0.001746438108755
160M,16000,7,1,growing,52.0982136555259,44.07199362644758,4.050089359283447,3.9304871559143066,0.0009300771814422
160M,16000,7,2,growing,48.47545915392589,48.87120357495427,4.009739398956299,4.000411510467529,0.0018847626069445
160M,16000,7,3,emergent,49.00472879967113,48.54786401212596,4.0155110359191895,3.9824953079223633,0.0013468867804607
160M,16000,7,4,emergent,40.71113792936173,38.99127955751522,3.9244256019592285,3.8627114295959473,0.0013325479435899
160M,16000,7,5,emergent,47.61475004680619,40.68649428333071,3.996236801147461,3.8964591026306152,0.0019269291206403
